Geneid	Chr	Start	End	Strand	Length	SRR20959676_C	SRR20959677_C	SRR20959678_C	SRR20959679_C	SRR20959680_A	SRR20959681_A	SRR20959682_A
ENSB:vEIqorxoTJgcA0e	Chromosome	1540048	1541001	-	954	21	10	50	2	10	32	2
ENSB:zPV7GjCGaJWsZBF	Chromosome	1541109	1541357	+	249	28	2	0	0	7	2	18
ENSB:MboCnTtSRto_CCe	Chromosome	1541463	1542008	-	546	856	79	102	312	345	255	783
ENSB:9iMzGojcOw-hYIl	Chromosome	1542605	1543519	-	915	15	0	0	0	0	0	18
ENSB:nY2dsG1eJbziCTX	Chromosome	1543534	1543740	-	207	0	0	0	0	0	0	0
ENSB:-731YIKFTBkk6-b	Chromosome	1543733	1544611	-	879	0	0	0	1	4	2	4
ENSB:mw2VabAVnRV9Rg-	Chromosome	1544728	1545645	-	918	23	2	0	0	0	0	29
ENSB:E3EjIf3OlPhm7Qp	Chromosome	1545736	1545921	-	186	16	0	17	0	0	0	4
ENSB:6zwl22L31b59G_b	Chromosome	1546170	1547147	-	978	1	0	3	0	0	1	0
ENSB:jjsQlVi1I2Glshy	Chromosome	1547149	1548087	-	939	0	0	0	1	0	0	1
ENSB:K79BO8g4Su9QBfz	Chromosome	1548477	1549931	-	1455	0	0	2	0	0	1	13
ENSB:NsGzTNgY3ZWeuIQ	Chromosome	1549942	1550244	-	303	0	0	0	0	1	0	0
ENSB:DYmiEHmvoq_zXrW	Chromosome	1550380	1550679	-	300	2	0	0	0	0	0	0
ENSB:5k6qBgWRCvF-ted	Chromosome	1550725	1550889	-	165	0	0	0	0	0	0	0
ENSB:r7WVc30hkOezj8u	Chromosome	1550882	1551271	-	390	0	0	0	0	0	0	0
ENSB:kqc6lFRnzMMKUTa	Chromosome	1551271	1552737	-	1467	3	0	0	0	0	0	1
ENSB:suDx05MgQlcDlbc	Chromosome	1552737	1554647	-	1911	0	0	0	0	1	0	2
ENSB:uUXgsOwsz1970t6	Chromosome	1554663	1554953	-	291	0	0	0	0	0	0	0
ENSB:M2EpyStW5fkncRh	Chromosome	1554953	1556536	-	1584	4	2	3	0	0	2	2
ENSB:QTHog2U2CuHM0op	Chromosome	1556545	1557369	-	825	0	0	0	1	0	0	6
ENSB:2YDEzGAhTw03e2h	Chromosome	1557369	1563569	-	6201	5	17	11	19	18	14	10
ENSB:-dRixXOQU32Xo_Q	Chromosome	1563583	1563741	-	159	0	0	0	0	0	0	0
ENSB:oU3CWNU-C4O8ftR	Chromosome	1563783	1564133	-	351	0	0	0	0	0	0	0
ENSB:yH354AS8SpkR5Uf	Chromosome	1564191	1564646	-	456	0	1	0	0	0	0	0
ENSB:pQo2Ti_mraJfWQb	Chromosome	1564738	1565379	-	642	0	0	3	1	0	0	0
ENSB:SEpZOyckGnYOcwa	Chromosome	1565414	1565809	-	396	0	0	0	0	0	0	0
ENSB:Jl_9Ikl6jQYJWzi	Chromosome	1565810	1566211	-	402	0	0	0	0	0	0	2
ENSB:0WxsRvRz1hSmazz	Chromosome	1566208	1566540	-	333	0	0	0	0	4	0	0
ENSB:Ivt7I2N05QaLVly	Chromosome	1566552	1566830	-	279	1	0	6	0	0	0	0
ENSB:Z7W8_wlpc2sqHem	Chromosome	1566899	1568062	-	1164	1	8	1	2	0	0	1
ENSB:QLhJDTdnrtMntZ_	Chromosome	1568074	1568847	-	774	0	0	4	0	0	1	0
ENSB:MOIl0nC3ZDzbn5X	Chromosome	1568831	1570069	-	1239	0	0	0	0	1	1	0
ENSB:Kvn0S6Ih5WUT_4h	Chromosome	1570074	1571765	-	1692	9	3	22	1	1	1	1
ENSB:hFIwMR1k3qeVX0b	Chromosome	1571755	1572060	-	306	3	0	5	1	1	0	1
ENSB:3EdpV21PtjrC9Ez	Chromosome	1572187	1572501	-	315	0	0	0	0	0	0	0
ENSB:ADmAX6PeApUW0RC	Chromosome	1572658	1573095	-	438	0	0	0	0	1	0	0
ENSB:5KAgTmp1HiNstzP	Chromosome	1573108	1574466	-	1359	1	8	3	5	0	112	5
ENSB:d7qwWCtQ9CbPABj	Chromosome	1574456	1574746	-	291	0	10	0	0	0	0	0
ENSB:YDzbl0_3BNEexsE	Chromosome	1575087	1577534	-	2448	0	20	1	10	1	1	1
ENSB:2RqnR6alfTz8jTr	Chromosome	1577589	1577795	+	207	0	1	0	9	0	0	0
ENSB:B0inLctV50m8dan	Chromosome	1577822	1578022	-	201	1	2	0	0	0	0	0
ENSB:t6gW_NzcDvZwcW6	Chromosome	1578090	1578242	-	153	0	0	0	1	0	0	0
ENSB:Yd19l4JAQUlMWr9	Chromosome	1578239	1578628	-	390	2	4	0	1	0	0	0
ENSB:6Lfg3NXOjev697T	Chromosome	1578618	1578854	-	237	2	1	0	0	0	0	0
ENSB:AQNaYi4ItkGAL-z	Chromosome	1578847	1579050	-	204	1	6	0	0	0	0	0
ENSB:rdwr7OZecNYdw8i	Chromosome	1579047	1579253	-	207	0	3	0	0	0	0	0
ENSB:eQ_egw2yVUvtBuh	Chromosome	1579290	1579826	-	537	294	26	32	26	6	74	0
ENSB:2uEpk-4lHTHeE1g	Chromosome	1579819	1580067	-	249	1	0	0	0	0	0	0
ENSB:8YUlY4Xvwa2EBg-	Chromosome	1580082	1580324	-	243	0	0	0	0	0	0	9
ENSB:4KMF6HOhuTXQhsS	Chromosome	1580339	1580539	-	201	0	0	0	0	0	0	0
ENSB:WtQHo0Pw6sdFkp2	Chromosome	1580542	1580799	-	258	54	0	10	0	0	0	19
ENSB:IzFFeMMMVswckKJ	Chromosome	1580799	1581200	-	402	54	0	0	0	0	0	9
ENSB:9fCabvNiFvA0O4Q	Chromosome	1581200	1581385	-	186	0	0	0	0	0	0	0
ENSB:-qlEgFf_iCXYJeL	Chromosome	1581398	1583359	-	1962	0	10	1	0	1	0	1
ENSB:RcGIb5gjH_BpRVS	Chromosome	1583418	1583975	-	558	0	0	0	0	0	0	0
ENSB:y6e_iLu1r7GWPU8	Chromosome	1584001	1585167	-	1167	0	0	1	0	0	0	2
ENSB:dioer1Hfma9qfht	Chromosome	1585164	1585526	-	363	0	0	0	0	0	0	0
ENSB:TVc_avnAzCXQ6_L	Chromosome	1585540	1585800	-	261	0	6	4	0	0	0	0
ENSB:7FiTmNSpfzVFgfE	Chromosome	1585805	1586107	-	303	4	10	8	8	0	0	0
ENSB:SpvcdLJWJDzhyhI	Chromosome	1586100	1586417	-	318	0	0	0	0	0	0	0
ENSB:BysKbD6NO2XNoVy	Chromosome	1586683	1586946	-	264	0	4	0	0	0	0	0
ENSB:AIY4-ydUbNsIFHT	Chromosome	1586971	1587186	-	216	0	0	0	0	0	0	0
ENSB:2nigk5yh0fcdk45	Chromosome	1587233	1587472	+	240	0	0	0	0	0	0	0
ENSB:dIPUMFUJrROJfCI	Chromosome	1587469	1587645	-	177	0	0	0	0	0	0	0
ENSB:9be7lvOSiy-h7w3	Chromosome	1587729	1587920	-	192	0	0	0	1	0	0	0
ENSB:EHfgfvhce2HrCUc	Chromosome	1588081	1588410	+	330	0	0	0	1	0	0	0
ENSB:wKvJBMqrrtSpVJQ	Chromosome	1588414	1588884	+	471	0	22	0	0	1	0	0
ENSB:hjkh4rf39I2U_7W	Chromosome	1588902	1589336	+	435	0	10	0	0	0	0	0
ENSB:EIrOepu2WdipJTK	Chromosome	1589365	1589760	+	396	0	18	0	0	0	1	0
ENSB:kxxc7pQnDsNS1FN	Chromosome	1589871	1589996	+	126	0	0	0	2	0	9	27
ENSB:SQiXUOixhCs3O59	Chromosome	1589993	1590607	-	615	0	2	0	1	0	12	55
ENSB:Wt32YvgVu7KPvyP	Chromosome	1590733	1591938	+	1206	2	4	0	0	0	0	1
ENSB:oDgcDYw8quJ1Abi	Chromosome	1591981	1593135	-	1155	0	0	32	0	0	0	1
ENSB:y6H6y-nzN0Cv0Wv	Chromosome	1593162	1594007	-	846	1	0	8	0	2	4	3
ENSB:HbAS5Q-NGtXsT18	Chromosome	1594000	1594929	-	930	8	12	20	1	0	0	14
ENSB:SHj7Wo7xdgAnc7w	Chromosome	1595174	1596925	-	1752	267	24	80	81	113	126	399
ENSB:5q_Xn6_wPOL-b6G	Chromosome	1596906	1597631	-	726	420	79	197	154	252	182	619
ENSB:CZZ_JlYC_iVSeK4	Chromosome	1597764	1598501	-	738	4	4	5	0	4	2	4
ENSB:gu6lKulrImi8_Lq	Chromosome	1598494	1599036	-	543	14	10	4	0	4	24	2
ENSB:xt3JVMtxChMUWtq	Chromosome	1599029	1599784	-	756	44	22	37	10	10	11	23
ENSB:qfqPdG2DtGnlCyE	Chromosome	1599852	1600358	+	507	14	4	17	4	4	6	34
ENSB:ghqFIwg7PQpg99Y	Chromosome	1600436	1601323	-	888	1202	189	202	133	232	324	629
ENSB:7WS-K2oOALAI4TG	Chromosome	1601372	1601821	-	450	393	58	87	62	78	177	303
ENSB:jpDmVjqPn5WsKlX	Chromosome	1601926	1602468	-	543	6	0	0	0	2	19	6
ENSB:rMsJeDgEsJvpZPZ	Chromosome	1602550	1603458	+	909	198	54	112	130	160	80	90
ENSB:9Qibjv0QHk8zdwK	Chromosome	1603674	1603922	-	249	61	26	12	46	88	31	75
ENSB:L-mcwwNTohxZQ70	Chromosome	1603938	1604693	-	756	124	62	0	71	106	48	117
ENSB:ELa2eAG5NYtJyzO	Chromosome	1604835	1605650	+	816	257	116	30	163	385	139	193
ENSB:6Dr5tQCV01qGRlf	Chromosome	1605755	1606675	-	921	22	16	24	7	12	18	58
ENSB:nAdh54pZJprzybW	Chromosome	1606988	1608472	+	1485	962	302	919	366	926	802	2453
ENSB:xUGuuap3-Exs-lB	Chromosome	1608702	1609568	+	867	810	206	360	312	376	286	1193
ENSB:IDUXOWm54wot7g3	Chromosome	1609651	1611300	-	1650	80	8	92	14	5	12	123
ENSB:hOTz77uwUMCua4n	Chromosome	1611316	1612335	-	1020	5	0	11	2	3	2	13
ENSB:wm473Yc3WQkzn5B	Chromosome	1612529	1612900	-	372	54	24	225	88	384	4	352
ENSB:Y-m6iXarKvg7CKA	Chromosome	1613119	1614525	-	1407	301	182	1404	92	178	366	2064
ENSB:FWvqWKiunJOl7Bu	Chromosome	1614593	1615726	-	1134	190	36	218	252	263	84	636
ENSB:Qz6UR-pLPzX7H2P	Chromosome	1616076	1616168	+	93	1	0	0	0	0	0	1
ENSB:iqNm0yfpUSWtspi	Chromosome	1616295	1617275	-	981	71	70	72	30	76	98	247
ENSB:JbzNN21iv4a2P1P	Chromosome	1617289	1617726	-	438	94	8	14	18	31	28	71
ENSB:2nmre6WLVmdEaRQ	Chromosome	1618077	1619351	-	1275	1475	642	187	538	814	1288	540
ENSB:U2C_PKy62F_tc1j	Chromosome	1619364	1620347	-	984	1717	577	297	901	1211	1067	710
ENSB:HqlZ_sZzG9O_ii4	Chromosome	1620347	1621339	-	993	712	124	134	207	267	241	1969
ENSB:MmcSMzeq595Nnxz	Chromosome	1621355	1622776	-	1422	8690	2094	1978	3986	5210	3796	2618
ENSB:34bb_HffWlKInOp	Chromosome	1622927	1624606	-	1680	285	63	111	121	236	126	409
ENSB:UX4qhQ8p2iMOEvu	Chromosome	1624622	1625074	-	453	10	0	0	16	44	8	8
ENSB:RDePv5Gi7Y5vh7I	Chromosome	1625506	1626387	-	882	28	20	128	18	42	24	236
ENSB:qe_OweYXiE9W_3f	Chromosome	1626365	1626595	-	231	0	5	14	3	9	2	15
ENSB:Ce_xw3bpZR6zfYh	Chromosome	1626588	1627925	-	1338	183	128	56	94	162	108	461
ENSB:uMKPTN2UpMh9PRu	Chromosome	1627942	1628331	-	390	20	14	0	1	9	5	27
ENSB:lG3ZaRfqGxyNQkf	Chromosome	1628391	1628753	-	363	56	26	10	51	46	40	91
ENSB:rl2yeXM9fY_QZfT	Chromosome	1628768	1630123	-	1356	278	57	110	256	283	110	582
ENSB:X5inGqohyKi53QG	Chromosome	1630123	1630587	-	465	24	6	21	40	39	32	75
ENSB:lGMrmX5IlxpdZQV	Chromosome	1630942	1631295	-	354	0	0	0	12	0	0	20
ENSB:FD2bPjLU8a-7Vs0	Chromosome	1631459	1631962	-	504	0	0	0	3	0	0	44
ENSB:2nYqL9JTVa-Eu2V	Chromosome	1632071	1632427	-	357	0	0	0	0	0	0	6
ENSB:e3uIaVbaq0nozc1	Chromosome	1632483	1633073	-	591	0	0	0	2	0	0	0
ENSB:j4vRWnEIViADeJR	Chromosome	1633080	1634126	-	1047	3	1	1	20	5	4	30
ENSB:Tmg7hVxGDW-m7Ot	Chromosome	1634116	1635963	-	1848	2	2	0	23	0	2	15
ENSB:tfZXe5lwsAqW_VP	Chromosome	1635968	1637326	-	1359	0	0	1	8	0	0	3
ENSB:7k7yzLTQMJkgfzc	Chromosome	1637380	1639875	-	2496	3	1	9	7	8	3	2
ENSB:OVuHJophTQBFwcF	Chromosome	1639910	1640293	-	384	0	0	0	0	0	0	0
ENSB:mgQ8hZ31SojIXw5	Chromosome	1640305	1640565	-	261	0	0	0	0	0	0	0
ENSB:KWLy23bkBoZrYn7	Chromosome	1640570	1641625	-	1056	1	0	4	3	1	2	0
ENSB:PpxsQxGZuT3ngYm	Chromosome	1641686	1642777	-	1092	0	0	0	37	2	0	21
ENSB:7RXQN3Ajp0i3ujJ	Chromosome	1642952	1643254	-	303	0	0	0	19	0	0	4
ENSB:CpyVEg8OJ-iiz4A	Chromosome	1643268	1643588	-	321	0	0	0	6	0	0	12
ENSB:jZYsWAH3xWSZgPI	Chromosome	1643739	1644023	-	285	0	0	0	0	0	0	0
ENSB:mPb8o1bO47FYTQt	Chromosome	1644418	1644975	-	558	4	8	6	6	13	2	16
ENSB:pDWgk3sWU97crjk	Chromosome	1645001	1646062	-	1062	20	16	16	8	44	18	6
ENSB:1hjVZTVTjyCdg9H	Chromosome	1646167	1646748	+	582	0	2	14	0	0	4	0
ENSB:3tnIOmmfY9KONiW	Chromosome	1646762	1646980	+	219	2	0	0	0	1	6	0
ENSB:yU0R3kqkuHYoWlI	Chromosome	1647044	1647874	-	831	132	34	32	36	99	53	106
ENSB:0P1rueY9GrFM3bH	Chromosome	1648032	1648418	+	387	49	0	0	8	19	1	16
ENSB:RsSBYy2077c01vU	Chromosome	1648783	1650255	-	1473	572	51	474	346	336	235	1055
ENSB:GzKal1lF1kgKhVU	Chromosome	1650248	1651594	-	1347	543	18	325	432	444	146	1262
ENSB:KuvI3yD4Mjcunp3	Chromosome	1651614	1652705	-	1092	82	4	50	20	61	14	88
ENSB:X8W7PTDqqzaY2WV	Chromosome	1652864	1653388	-	525	6	0	16	38	5	2	48
ENSB:5ZfYzJdCtDursjj	Chromosome	1653621	1653995	-	375	0	0	0	0	0	0	0
ENSB:5hICeGqhE-MFBDj	Chromosome	1654036	1654335	-	300	1	0	0	0	0	0	0
ENSB:himmnVcHW16IQ4s	Chromosome	1654322	1654756	-	435	0	0	10	0	0	0	0
ENSB:5TGerKUx3F5kiJj	Chromosome	1654746	1655057	-	312	0	0	0	0	0	0	0
ENSB:gsYlIro-jDINlVb	Chromosome	1655071	1656141	-	1071	0	0	10	0	0	0	0
ENSB:eb60RaKvVqymyGI	Chromosome	1656113	1657087	-	975	0	0	18	0	0	4	0
ENSB:eeEbOOCl8ek5K8p	Chromosome	1657139	1657762	-	624	43	20	19	7	24	19	115
ENSB:t56JpOj1cUD2pTe	Chromosome	1657759	1658088	-	330	357	74	182	46	137	151	139
ENSB:Le08uwsT81DRR46	Chromosome	1658088	1659074	-	987	105	17	51	28	81	33	103
ENSB:Rf7lBTxFlsvnEzQ	Chromosome	1659255	1660718	-	1464	34	16	74	12	22	34	16
ENSB:FyjI_JuuYziHM-R	Chromosome	1660730	1661323	-	594	0	0	0	1	0	1	9
ENSB:Lj7f_WlNnnYWCl2	Chromosome	1661478	1661627	-	150	2	0	0	0	2	0	1
ENSB:McKYYiQN_ZZXGYQ	Chromosome	1661740	1663815	-	2076	855	128	232	327	285	170	1365
ENSB:3C72beVriiv95lZ	Chromosome	1663936	1664535	-	600	294	64	104	235	221	182	567
ENSB:Ofhvlxhxs_8um7G	Chromosome	1664812	1665222	-	411	0	0	0	0	0	0	0
ENSB:8gdgFlyuT36yzLJ	Chromosome	1665209	1666081	-	873	37	41	92	22	28	17	23
ENSB:iF8oXoohxgmcYuZ	Chromosome	1666114	1666899	-	786	20	16	41	2	5	10	17
ENSB:v2sgGP96oxMXEBo	Chromosome	1667025	1667915	-	891	208	44	192	26	49	85	230
ENSB:WTo2iJ59yrAsZ8z	Chromosome	1667925	1669271	-	1347	26	16	64	10	18	28	258
ENSB:9hislFAGuDTGofV	Chromosome	1669385	1670485	-	1101	120	50	54	10	54	16	162
ENSB:gjmLeLM530jR5YM	Chromosome	1670488	1671165	-	678	142	14	46	4	39	25	211
ENSB:6pi6Kfw0P7Ce5-j	Chromosome	1671296	1672402	-	1107	8682	2338	1998	1371	3835	2427	9500
ENSB:AsjE7GMKjKuIf1_	Chromosome	1672626	1674425	-	1800	2105	588	1032	385	1236	887	1886
ENSB:pZWLtpLc7ly8UFE	Chromosome	1674486	1675304	-	819	141	49	170	79	73	135	672
ENSB:5KpoGQiYOVcVPgo	Chromosome	1675315	1675854	-	540	2	0	0	2	2	0	16
ENSB:ew2_Sj7660OUjIe	Chromosome	1676273	1677664	+	1392	2364	412	1861	273	905	641	2344
ENSB:zMPMdGgJKCKqbHV	Chromosome	1677814	1678560	-	747	329	62	92	93	273	169	795
ENSB:iqXmD97rP-fTypK	Chromosome	1678588	1679487	-	900	863	249	527	144	381	736	1867
ENSB:ZgZ07QsCeDYD-wy	Chromosome	1679488	1679892	-	405	324	90	50	55	191	290	532
ENSB:VvIr1gtZkfNipth	Chromosome	1679903	1680247	-	345	208	114	86	51	162	106	439
ENSB:bKOWPwTq7SYM4IR	Chromosome	1680250	1680717	-	468	122	53	49	39	70	81	574
ENSB:4rk8er6OxTHM4BK	Chromosome	1680718	1681665	-	948	499	104	101	94	342	269	1127
ENSB:BbkjbewwvboA-Ab	Chromosome	1681969	1682667	-	699	52	457	1180	604	538	1115	3816
ENSB:xDezYOsQioRdiEw	Chromosome	1682684	1683673	-	990	5398	8265	9513	27260	10292	15195	43038
ENSB:Ib8WucIOHDNY0QH	Chromosome	1683691	1684398	-	708	721	2681	5508	2051	1184	2356	6627
ENSB:gPvNoICPRsGd4jC	Chromosome	1684618	1684794	-	177	67	70	112	72	58	43	176
ENSB:HvH44HUL1GSMuNg	Chromosome	1685087	1686433	-	1347	367	55	175	102	132	45	722
ENSB:5PeecsI2VQBYHF9	Chromosome	1686440	1687192	-	753	106	66	81	51	44	37	552
ENSB:pd_dvvODyA6i6QS	Chromosome	1687194	1688132	-	939	1364	96	50	224	254	64	652
ENSB:XZSP6uglZ-Lox32	Chromosome	1688136	1689275	-	1140	4076	520	164	768	744	149	1275
ENSB:_KP18xxUrx8Pva8	Chromosome	1689411	1691243	-	1833	108986	4761	4550	20951	18145	5477	60246
ENSB:CcaHglvbX-dui28	Chromosome	1691312	1691938	-	627	502	36	36	58	65	30	320
ENSB:XLMTSIUNcnt7sxB	Chromosome	1691970	1692947	-	978	2819	786	844	638	718	279	3274
ENSB:-avEpNsjfJf7FJS	Chromosome	1693047	1694204	-	1158	20	1	22	7	6	25	28
ENSB:4v3Vh3YHWBUhBh7	Chromosome	1694734	1696557	-	1824	86	14	64	37	30	10	235
ENSB:0PfInSYOHLAkHZ4	Chromosome	1696903	1697154	+	252	0	0	0	0	6	0	20
ENSB:EFFzAZTJxu6pCt2	Chromosome	1697199	1698173	-	975	2	0	0	0	3	2	8
ENSB:yGCiZi0OlbEoFKv	Chromosome	1698230	1700431	-	2202	17	21	82	23	33	24	45
ENSB:vzWcT-WwhyE2kn4	Chromosome	1700436	1700867	-	432	24	10	42	0	40	6	62
ENSB:6wwnZh1nRmhugMA	Chromosome	1700989	1701666	-	678	36	6	218	4	26	4	50
ENSB:BWDzepNH6TxQ3rJ	Chromosome	1701715	1702431	-	717	704	185	186	178	427	157	494
ENSB:KLMfL7EgmdsbXkO	Chromosome	1702434	1702787	-	354	111	26	8	21	62	12	94
ENSB:idaA7QSnKgmEp0s	Chromosome	1702788	1703372	-	585	74	0	10	6	22	12	53
ENSB:FSXqTvqZ7TO0JtQ	Chromosome	1703362	1703931	-	570	37	4	30	7	10	14	49
ENSB:sKQLOwT0GwzxGqE	Chromosome	1703934	1704224	-	291	19	4	28	9	8	8	46
ENSB:DPD5V-zInGPoj92	Chromosome	1704228	1705034	-	807	22	6	16	20	42	32	67
ENSB:29zS70rUHhD5E71	Chromosome	1705048	1706148	-	1101	30	2	28	22	13	15	79
ENSB:7lqUckVQ_kTW5t1	Chromosome	1706149	1706676	-	528	3	1	0	0	10	0	16
ENSB:YC7s3ObVaZofXpm	Chromosome	1706696	1707382	-	687	3	14	12	2	2	10	22
ENSB:R-G8xO-aieg0yz4	Chromosome	1707696	1707965	+	270	0	0	0	0	0	0	6
ENSB:NKWL8rJZ_PAhOo6	Chromosome	1708167	1708919	-	753	0	10	20	0	0	0	0
ENSB:49V7AfyW1-h97RV	Chromosome	1709333	1710553	-	1221	6	0	8	2	6	0	10
ENSB:eCdiGmQ_llUWyHS	Chromosome	1710842	1712071	-	1230	725	45	268	185	274	208	277
ENSB:wLlHFO3G-tHStY6	Chromosome	1712084	1712836	-	753	51	4	30	12	26	4	21
ENSB:EE82f1-gGez-gqS	Chromosome	1712836	1714197	-	1362	151	4	38	68	57	24	67
ENSB:3w_GtzVqWmiQmeP	Chromosome	1714211	1714660	-	450	11	0	0	3	1	4	12
ENSB:5Y9Hd_vRd2WntsE	Chromosome	1714662	1715672	-	1011	96	0	13	7	36	31	72
ENSB:hEe3ynUn7zYYith	Chromosome	1715662	1716396	-	735	32	8	23	4	4	14	39
ENSB:wRDlDERcsMU3cN3	Chromosome	1716722	1717198	-	477	32	29	87	4	33	27	160
ENSB:Ye-da6Bt_vj4sg5	Chromosome	1717226	1717849	-	624	717	148	301	237	308	409	1609
ENSB:U7mFndpy7-5oXY5	Chromosome	1717849	1719117	-	1269	725	97	206	125	188	294	576
ENSB:p_RVpImx9JlV1bk	Chromosome	1719129	1720052	-	924	389	95	129	33	185	289	945
ENSB:3GEdprtnIfqPfrA	Chromosome	1720055	1720693	-	639	10	2	10	2	2	2	8
ENSB:VDfDPyUZQFxR0Tu	Chromosome	1720978	1721286	-	309	102	21	15	19	56	38	41
ENSB:MBUrPrhQrP9Ohug	Chromosome	1721301	1721729	-	429	1389	433	600	1094	1906	431	1179
ENSB:083u48ZaCgVT_9J	Chromosome	1721733	1721993	-	261	1428	420	552	1331	2040	441	1173
ENSB:3UFPlBfuLDkgnAs	Chromosome	1722056	1724689	-	2634	424	23	180	168	164	185	470
ENSB:SElBZaQDIAlwrt-	Chromosome	1725029	1727506	-	2478	76	26	64	25	16	29	110
ENSB:BpCyKoztQc9Z5r4	Chromosome	1727508	1728176	-	669	7	6	8	0	2	0	20
ENSB:Hj6Y5UhKiyXpzHt	Chromosome	1728638	1729756	-	1119	278	32	88	76	249	244	448
ENSB:yyHGtLYsqE502Oq	Chromosome	1729757	1730899	-	1143	630	42	121	193	297	268	1057
ENSB:KgMSx1o5_D2R2Aa	Chromosome	1731211	1732224	+	1014	860	58	21	296	523	118	358
ENSB:JfOAh7YVD-aMdms	Chromosome	1732461	1732607	-	147	0	0	7	0	0	0	0
ENSB:ne2pwqZC-zzVCJx	Chromosome	1732647	1732829	-	183	6	0	0	0	0	7	0
ENSB:kPLqcapPU0JG1yB	Chromosome	1732929	1733351	-	423	46	6	24	14	10	12	34
ENSB:AzPO0OnhLTlfenk	Chromosome	1733436	1734710	+	1275	606	70	110	596	400	172	1587
ENSB:IdNVyvrLFzjYUda	Chromosome	1734871	1735644	-	774	251	144	50	45	106	103	228
ENSB:plEQdLmVNTzESlE	Chromosome	1736105	1737871	-	1767	216	25	177	97	70	64	479
ENSB:r4VlqsJoSVHhTL8	Chromosome	1737887	1739149	-	1263	20	10	11	1	1	2	32
ENSB:PHdwu_-K5Ls4w5X	Chromosome	1739610	1740485	-	876	242	104	119	89	216	119	928
ENSB:0mthNQGDuKZb4E1	Chromosome	1740482	1740934	-	453	1992	524	181	621	1517	712	2643
ENSB:Pw-wQ3TgfSw-_oT	Chromosome	1740946	1743156	-	2211	732	281	112	597	761	401	2230
ENSB:DbygNJ_Efc1y-LW	Chromosome	1743563	1744081	-	519	7	6	0	0	8	0	34
ENSB:ScCiYLrLxg0kzpd	Chromosome	1744103	1746376	-	2274	58	24	68	17	44	39	152
ENSB:jnl5HM6yCjTyOoV	Chromosome	1746579	1748858	-	2280	186	42	153	79	135	153	260
ENSB:PzEODjkipgF7irV	Chromosome	1749133	1749393	-	261	0	0	0	0	0	0	4
ENSB:pyryjHeFh1a3Ytq	Chromosome	1749412	1750551	-	1140	475	188	146	183	314	282	430
ENSB:Wliak7tNmNyDNvC	Chromosome	1750574	1751599	-	1026	40	6	33	24	17	35	87
ENSB:W9tyoKqljLzSqAx	Chromosome	1751601	1752605	-	1005	126	17	225	53	51	87	281
ENSB:41Ugy6gtbI64_KT	Chromosome	1752637	1753239	-	603	98	69	171	74	78	69	374
ENSB:K3HOR4FIeISv78X	Chromosome	1753253	1753711	-	459	30	16	52	46	33	8	47
ENSB:06E2i4D8IzpzOG3	Chromosome	1753721	1755013	-	1293	167	11	68	107	88	70	405
ENSB:32EYaruG-ouYKSM	Chromosome	1755368	1755652	-	285	215	27	42	98	83	86	391
ENSB:Nm6K6qfOOWn3RFF	Chromosome	1755664	1755984	-	321	285	64	136	151	187	94	637
ENSB:0ov97srUkGJ3ALL	Chromosome	1755990	1756298	-	309	138	37	65	100	96	72	392
ENSB:9PAgV26QnTYcpzm	Chromosome	1756465	1756995	-	531	345	76	152	46	31	88	105
ENSB:3PN9yrYABg2t7rd	Chromosome	1756995	1757837	-	843	179	49	57	29	25	57	148
ENSB:5cxz9B2BXPAEo5U	Chromosome	1758230	1758703	-	474	94	25	209	2	2	32	101
ENSB:UK3k8ovObMVa6E3	Chromosome	1759177	1759461	-	285	13	3	9	0	0	0	1
ENSB:pL_Jq9YaeMacLc1	Chromosome	1759529	1760215	-	687	8	0	6	0	5	12	14
ENSB:hCgwNTQLJ1HCH-V	Chromosome	1760212	1760919	-	708	2	4	0	3	2	11	0
ENSB:YLw4oQeP1D9vz9X	Chromosome	1761189	1762460	-	1272	154	118	151	106	223	272	149
ENSB:ebQh_6g1zFf_rd_	Chromosome	1762473	1765103	-	2631	271	149	182	347	280	389	406
ENSB:Hh9390qF61fgfef	Chromosome	1765506	1766066	+	561	43	5	2	7	30	17	89
ENSB:gDuEX5lkbns5BqX	Chromosome	1766289	1767356	-	1068	189	66	594	545	394	432	0
ENSB:tjluAVHQozQignL	Chromosome	1767558	1768844	-	1287	889	244	523	591	450	516	2049
ENSB:cHqOSyWrAdAfEs_	Chromosome	1768892	1769866	-	975	420	36	208	112	83	94	213
ENSB:JhMuVf_lUYeaAUs	Chromosome	1769869	1770537	-	669	20	7	11	0	3	8	8
ENSB:GR4BW_24JJGGQav	Chromosome	1770559	1771485	-	927	78	16	50	36	32	30	155
ENSB:NHwFFGS5NMWSSZP	Chromosome	1771527	1772342	-	816	27	3	47	20	40	39	77
ENSB:sqE2LR5XKtugFsA	Chromosome	1772364	1773710	-	1347	1049	231	608	656	755	710	3356
ENSB:-to8IM8R5j0TeGO	Chromosome	1773927	1774517	-	591	27	28	5	20	8	0	83
ENSB:bvLVL9opyhFmUd_	Chromosome	1774671	1775933	-	1263	572	120	231	384	432	337	794
ENSB:6MG4p4pc0eUbkyy	Chromosome	1776084	1777385	-	1302	67	10	86	32	15	13	240
ENSB:bCJvoWBEsnhhUpD	Chromosome	1777548	1778477	-	930	4	0	7	0	4	1	0
